2 front headrests,2 rear headrests,3 front headrests,3 rear headrests,4-wheel ABS,Emergency braking assist,Front and rear ventilated disc brakes,Front center 3-point belt,LED headlamp,Passenger airbag deactivation switch,Passenger airbag occupant sensing deactivation,Rear center 3-point belt,Rear door child safety locks,Rear fixed headrests,Rear folding headrests,Rear height adjustable headrests,Rear integrated headrests,Rear power adjustable headrests,Turn signal mirrors,Unnamed: 0,Ventilated front disc / rear drum brakes,Ventilated front disc / solid rear disc brakes,adaptive headlights,auto delay off headlamps,blind spot and lane departure warnings accident avoidance system,blind spot warning accident avoidance system,brake drying,child seat anchors,cornering lights,daytime running lights,driver only with head protection chamber side-mounted airbags,dual front and dual rear side-mounted airbags,dual front and dual rear with head protection chambers side-mounted airbags,dual front side-mounted airbags,dual front with head protection chambers side-mounted airbags,dusk sensing headlamps,emergency braking preparation,engine immobilizer,front and rear head airbags,front fog/driving lights,front head airbags,"front, rear and third row head airbags",high pressure washers headlamps,lane departure warning accident avoidance system,post-collision safety system,pre-collision safety system,remote anti-theft alarm system,self-leveling headlights,stability control,tire pressure monitoring,traction control,xenon high intensity discharge headlamp,Base engine size,Base engine type,Cam type,Cylinders_x,Horsepower,Torque,Turning circle,Valve timing,Valves,cylinder deactivation,direct injection,Basic Warranty,Combined MPG,Cylinders_y,Drive Train,Engine Type,Total Seating,Transmission,car_model,price
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,2.0 TFSI Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),,yes,,,,yes,,yes,,yes,,,,yes,,yes,yes,yes,,,yes,,,,yes,yes,yes,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,220 hp @ 4500 rpm,258 ft-lbs. @ 1600 rpm,36.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,29,inline 4,front wheel drive,gas,5,7-speed automated manual,2018 Audi A3 Sedan Features & Specs | Edmunds,43700
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,2.0 TFSI Prestige 4dr Sedan (2.0L 4cyl Turbo 7AM),,yes,,,yes,no,,yes,,yes,,,,yes,,yes,yes,yes,,,yes,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,220 hp @ 4500 rpm,258 ft-lbs. @ 1600 rpm,36.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,6-speed automated manual,2018 Audi A3 Sedan Features & Specs | Edmunds,40700
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,2.0 TFSI Premium Plus Summer of Audi 4dr Sedan (2.0L 4cyl Turbo 7AM),,yes,,,yes,no,,yes,,yes,,,,yes,,yes,yes,yes,,,yes,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,186 hp @ 4400 rpm,221 ft-lbs. @ 1600 rpm,36.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,6-speed automated manual,2018 Audi A3 Sedan Features & Specs | Edmunds,37100
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,,2.0 TFSI Premium Plus quattro w/Prod. End 6/18 4dr Wagon AWD (2.0L 4cyl Turbo 7AM),,,yes,yes,no,yes,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 allroad Wagon Features & Specs | Edmunds,47200
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,,2.0 TFSI Prestige quattro w/Prod. End 6/18 4dr Wagon AWD (2.0L 4cyl Turbo 7AM),,,yes,yes,yes,,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 allroad Wagon Features & Specs | Edmunds,53000
yes,,,yes,yes,yes,yes,,no,,yes,yes,yes,,,,,,,2.0 TFSI Premium quattro w/Prod. End 6/18 4dr Wagon AWD (2.0L 4cyl Turbo 7AM),,,no,yes,no,,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,no,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 allroad Wagon Features & Specs | Edmunds,44500
yes,,,yes,yes,yes,yes,,no,,yes,yes,yes,,,,,,,2.0 TFSI Premium Plus quattro Summer of Audi 4dr Wagon AWD (2.0L 4cyl Turbo 7AM),,,no,yes,no,,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,no,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 allroad Wagon Features & Specs | Edmunds,48900
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI Prestige quattro Summer of Audi 4dr Wagon AWD (2.0L 4cyl Turbo 7AM),,,no,yes,no,yes,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 allroad Wagon Features & Specs | Edmunds,54300
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI Premium quattro Summer of Audi 4dr Wagon AWD (2.0L 4cyl Turbo 7AM),,,no,yes,yes,,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 allroad Wagon Features & Specs | Edmunds,47200
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,yes,,,yes,2.0 TFSI Premium Plus quattro w/Prod. End 6/18 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),,,,,no,yes,,yes,,yes,,,,yes,,yes,,yes,,,yes,,,,yes,no,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi S3 Sedan Features & Specs | Edmunds,43650
yes,,,yes,yes,yes,yes,,no,,yes,yes,yes,,,,,,yes,2.0 TFSI ultra Premium w/Prod. End 6/18 4dr Sedan (2.0L 4cyl Turbo 7AM),,,,yes,,no,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,no,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,190 hp @ 4200 rpm,236 ft-lbs. @ 1450 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,28,inline 4,front wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,36000
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI ultra Premium Plus w/Prod. End 6/18 4dr Sedan (2.0L 4cyl Turbo 7AM),,,,yes,,yes,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,190 hp @ 4200 rpm,236 ft-lbs. @ 1450 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,28,inline 4,front wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,39200
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI Premium quattro w/Prod. End 6/18 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),,,,yes,,yes,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,190 hp @ 4200 rpm,236 ft-lbs. @ 1450 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,28,inline 4,front wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,40500
yes,,,yes,yes,yes,yes,,no,,yes,yes,yes,,,,,,yes,2.0 TFSI Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),,,,yes,,no,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,no,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,50000
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI Premium Plus quattro w/Prod. End 6/18 4dr Sedan AWD (2.0L 4cyl Turbo 6M),,,,yes,yes,no,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,43700
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,yes,,,yes,2.0 TFSI Premium Plus quattro Summer of Audi 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),,,,,no,yes,,yes,,yes,,,,yes,,yes,,yes,,,yes,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi S3 Sedan Features & Specs | Edmunds,45550
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI Premium quattro w/Prod. End 6/18 4dr Sedan AWD (2.0L 4cyl Turbo 6M),,,,yes,,yes,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,40500
yes,,,yes,yes,yes,yes,,no,,yes,yes,yes,,,,,,yes,2.0 TFSI ultra Prestige 4dr Sedan (2.0L 4cyl Turbo 7AM),,,,yes,,no,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,no,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,6-speed manual,2018 Audi A4 Sedan Features & Specs | Edmunds,45500
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI ultra Premium Summer of Audi 4dr Sedan (2.0L 4cyl Turbo 7AM),,,,yes,yes,no,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,190 hp @ 4200 rpm,236 ft-lbs. @ 1450 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,31,inline 4,front wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,38700
yes,,,yes,yes,yes,no,,no,,yes,yes,yes,,,,,,yes,2.0 TFSI ultra Premium Plus Summer of Audi 4dr Sedan (2.0L 4cyl Turbo 7AM),,yes,,yes,,no,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,190 hp @ 4200 rpm,236 ft-lbs. @ 1450 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,31,inline 4,front wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,40900
yes,,,yes,yes,yes,no,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI Premium quattro Summer of Audi 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),,yes,,yes,,yes,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,190 hp @ 4200 rpm,236 ft-lbs. @ 1450 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,31,inline 4,front wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,43200
yes,,,yes,yes,yes,yes,,no,,yes,yes,yes,,,,,,yes,2.0 TFSI Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),,,,yes,,no,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A4 Sedan Features & Specs | Edmunds,50000
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI Premium Plus quattro Summer of Audi 4dr Sedan AWD (2.0L 4cyl Turbo 6M),,,,yes,yes,no,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,6-speed manual,2018 Audi A4 Sedan Features & Specs | Edmunds,45400
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,,,,yes,2.0 TFSI Premium quattro Summer of Audi 4dr Sedan AWD (2.0L 4cyl Turbo 6M),,,,yes,,yes,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,6-speed manual,2018 Audi A4 Sedan Features & Specs | Edmunds,43200
yes,yes,,,yes,yes,yes,,yes,,yes,,,,,yes,,,yes,Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 7AM),,,,yes,,yes,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,4,7-speed automated manual,2018 Audi A5 Coupe Features & Specs | Edmunds,45800
yes,yes,,,yes,yes,yes,,no,,yes,,,,,yes,,,yes,Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 7AM),,,,yes,,no,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,no,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,4,7-speed automated manual,2018 Audi A5 Coupe Features & Specs | Edmunds,42800
yes,yes,,,yes,yes,yes,,yes,,yes,,,,,yes,,,yes,Prestige quattro 2dr Coupe AWD (2.0L 4cyl Turbo 7AM),,,,yes,,yes,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,4,7-speed automated manual,2018 Audi A5 Coupe Features & Specs | Edmunds,50400
yes,yes,,,yes,yes,yes,,yes,,yes,,,,,yes,,,yes,Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),,,,yes,,yes,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,4,7-speed automated manual,2018 Audi A5 Coupe Features & Specs | Edmunds,45800
yes,yes,,,yes,yes,yes,,yes,,yes,,,,,yes,,,yes,Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),,,,yes,,yes,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,4 yr./ 50000 mi.,33,inline 4,all wheel drive,gas,4,6-speed manual,2018 Audi A5 Coupe Features & Specs | Edmunds,42800
yes,yes,,,yes,yes,yes,,no,,yes,,,,,yes,,,yes,Prestige quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),,,,yes,,no,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,no,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,4 yr./ 50000 mi.,33,inline 4,all wheel drive,gas,4,6-speed manual,2018 Audi A5 Coupe Features & Specs | Edmunds,50400
,yes,yes,,yes,yes,yes,,yes,,yes,,yes,,,yes,,,yes,Premium Plus quattro 4dr Hatchback AWD (2.0L 4cyl Turbo 7AM),,,,yes,,yes,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A5 Hatchback Features & Specs | Edmunds,45600
,yes,yes,,yes,yes,yes,,yes,,yes,,yes,,,yes,,,yes,Prestige quattro 4dr Hatchback AWD (2.0L 4cyl Turbo 7AM),,,,yes,,yes,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A5 Hatchback Features & Specs | Edmunds,50200
,yes,yes,,yes,yes,yes,,no,,yes,,yes,,,yes,,,yes,Premium quattro 4dr Hatchback AWD (2.0L 4cyl Turbo 7AM),,,,yes,,no,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,no,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,252 hp @ 5000 rpm,273 ft-lbs. @ 1600 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Audi A5 Hatchback Features & Specs | Edmunds,42600
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,yes,,,,yes,T6 Inscription 4dr SUV AWD (2.0L 4cyl Twincharger 8A),,,,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,22,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC60 SUV Features & Specs | Edmunds,52250
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,yes,,,,yes,T6 Momentum 4dr SUV AWD (2.0L 4cyl Twincharger 8A),,,,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,0,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo XC60 SUV Features & Specs | Edmunds,44900
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,yes,,,,yes,T6 Momentum 4dr SUV AWD (2.0L 4cyl Twincharger 8A),,,,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,no,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo XC60 SUV Features & Specs | Edmunds,44900
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,no,,,,yes,T5 Momentum 4dr SUV (2.0L 4cyl Turbo 8A),,,,yes,no,,,yes,no,yes,,,,yes,,yes,yes,yes,yes,no,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,250 hp @ 5500 rpm,258 ft-lbs. @ 1500 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,24,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC60 SUV Features & Specs | Edmunds,39200
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,no,,,,yes,T6 R-Design 4dr SUV AWD (2.0L 4cyl Twincharger 8A),,,,yes,no,,,yes,no,yes,,,,yes,,yes,yes,yes,yes,no,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,22,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC60 SUV Features & Specs | Edmunds,51750
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,yes,,,,yes,T8 Inscription Twin Engine Plug-In Hybrid 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,,no,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,0,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo XC60 Hybrid Features & Specs | Edmunds,60250
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,yes,,,,yes,T8 Inscription Twin Engine Plug-In Hybrid 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,,no,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo XC60 Hybrid Features & Specs | Edmunds,60250
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,no,,,,yes,T8 Momentum Twin Engine Plug-In Hybrid 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,,yes,no,,,yes,no,yes,,,,yes,,yes,yes,yes,yes,no,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,0,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo XC60 Hybrid Features & Specs | Edmunds,52900
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,no,,,,yes,T8 Momentum Twin Engine Plug-In Hybrid 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,,yes,no,,,yes,no,yes,,,,yes,,yes,yes,yes,yes,no,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo XC60 Hybrid Features & Specs | Edmunds,52900
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,yes,,,,yes,T5 R-Design 4dr SUV (2.0L 4cyl Turbo 8A),,,,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,22,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC60 SUV Features & Specs | Edmunds,46050
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,yes,,,,yes,T8 R-Design Twin Engine Plug-In Hybrid 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,,no,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,0,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo XC60 Hybrid Features & Specs | Edmunds,59750
